lng,lat,Title,VI,date
123.02181401182106,24.580351372378843,88,870.4,2022-06-03 20:00:00
122.94310559150776,24.755515254105827,89,1140.1,2022-06-03 19:00:00
122.8352082626705,24.937976573358224,90,1688.9,2022-06-03 18:00:00
122.71274730411704,25.09049182100072,91,1926.6,2022-06-03 17:00:00
122.5821848175203,25.273541451477698,92,1568.6,2022-06-03 16:00:00
122.49559105560144,25.46618023082814,93,716.9,2022-06-03 15:00:00
122.38941912237208,25.613418285302817,94,93.2,2022-06-03 14:00:00
122.25144132577164,25.72515446609266,95,387.4,2022-06-03 13:00:00
122.32188457994091,25.682624882223887,96,506.4,2022-06-03 12:00:00
122.36555511879445,25.641456200809092,97,716.0,2022-06-03 11:00:00
122.38194017663515,25.621193122795844,98,930.5,2022-06-03 10:00:00
122.38154258833684,25.61856415690473,99,1075.1,2022-06-03 09:00:00
122.352275469083,25.623865561905127,100,1134.7,2022-06-03 08:00:00
122.30128010834218,25.63117138670036,101,1159.4,2022-06-03 07:00:00
122.2365535588784,25.63647600956927,102,984.5,2022-06-03 06:00:00
122.17563079894968,25.638177445935543,103,736.0,2022-06-03 05:00:00
122.13105601525383,25.64233868482946,104,592.9,2022-06-03 04:00:00
122.1095400315598,25.656008134170225,105,455.9,2022-06-03 03:00:00
122.1148493565792,25.67603752028987,106,331.8,2022-06-03 02:00:00
122.15823381981416,25.699239772880407,107,226.6,2022-06-03 01:00:00
122.2312468921839,25.712887647984857,108,135.5,2022-06-03 00:00:00
122.3122019315611,25.72958778708605,109,91.8,2022-06-02 23:00:00
122.40181923012204,25.759651508625545,110,248.9,2022-06-02 22:00:00
122.48644550130544,25.79899437811161,111,262.8,2022-06-02 21:00:00
122.54877952579795,25.846725893090603,112,304.1,2022-06-02 20:00:00
122.58376596599938,25.91215135006125,113,248.4,2022-06-02 19:00:00
122.60121542749556,26.002325564294168,114,230.6,2022-06-02 18:00:00
122.61036313653857,26.118192619335417,115,280.7,2022-06-02 17:00:00
122.6112411772685,26.226487191378,116,149.7,2022-06-02 16:00:00
122.60066783799746,26.323835542247718,117,160.6,2022-06-02 15:00:00
122.56262734244368,26.41110447601996,118,141.7,2022-06-02 14:00:00
122.49761864722348,26.47555347639532,119,195.0,2022-06-02 13:00:00
122.5670614394998,26.455466253711787,120,111.2,2022-06-02 12:00:00
120.64083333333332,24.15194444444366,0,78.8,2022-06-07 12:00:00
120.6115131863439,24.16718895882097,1,88.5,2022-06-07 11:00:00
120.59272557882775,24.182225400609557,2,100.3,2022-06-07 10:00:00
120.5927245722806,24.19750537001177,3,104.3,2022-06-07 09:00:00
120.59030550590109,24.216922685179505,4,114.9,2022-06-07 08:00:00
120.5897765690229,24.23259573856666,5,113.0,2022-06-07 07:00:00
120.59188148616188,24.24354634962076,6,109.1,2022-06-07 06:00:00
120.59255003017876,24.25097939944087,7,105.9,2022-06-07 05:00:00
120.59245834989872,24.25448858062552,8,105.6,2022-06-07 04:00:00
120.59250840763129,24.25416615237565,9,107.7,2022-06-07 03:00:00
120.59245268903716,24.25408545828361,10,109.1,2022-06-07 02:00:00
120.59245350663454,24.252980182662004,11,107.4,2022-06-07 01:00:00
120.5925792843598,24.24989266478997,12,102.4,2022-06-07 00:00:00
120.59246265885172,24.24495111110635,13,96.3,2022-06-06 23:00:00
120.59253224914464,24.2386731931467,14,91.6,2022-06-06 22:00:00
120.59271179656264,24.231744923774837,15,90.4,2022-06-06 21:00:00
120.59259159716524,24.225786531082274,16,90.0,2022-06-06 20:00:00
120.59250248338924,24.22579588804553,17,97.0,2022-06-06 19:00:00
120.59262910044438,24.22608245241977,18,106.7,2022-06-06 18:00:00
120.5926598600636,24.22676662288299,19,117.2,2022-06-06 17:00:00
120.59258467693662,24.23133770750331,20,126.4,2022-06-06 16:00:00
120.59251435480044,24.240034151546755,21,136.0,2022-06-06 15:00:00
120.59245218111488,24.252832753327187,22,148.9,2022-06-06 14:00:00
120.58212608984492,24.26674516986624,23,176.6,2022-06-06 13:00:00
120.56800582329974,24.29550015309025,24,191.8,2022-06-06 12:00:00
120.55787139407256,24.32170901540389,25,215.3,2022-06-06 11:00:00
120.55514934249166,24.34354017743653,26,233.4,2022-06-06 10:00:00
120.55886801135908,24.3616658262722,27,245.7,2022-06-06 09:00:00
120.5616917820364,24.37485923553644,28,257.5,2022-06-06 08:00:00
120.5615101989914,24.38675655026634,29,272.1,2022-06-06 07:00:00
120.56028262617166,24.39860714901308,30,286.5,2022-06-06 06:00:00
120.5529438299481,24.402026526710703,31,306.3,2022-06-06 05:00:00
120.54236992868856,24.394364547922507,32,316.6,2022-06-06 04:00:00
120.5312438977318,24.38460268754244,33,323.4,2022-06-06 03:00:00
120.51500057089928,24.382331874017535,34,340.0,2022-06-06 02:00:00
120.49636300190744,24.37947473913385,35,353.2,2022-06-06 01:00:00
120.47276579560469,24.380444763944105,36,380.9,2022-06-06 00:00:00
120.4594770098023,24.38581981603171,37,402.6,2022-06-05 23:00:00
120.44970321118558,24.395766568227216,38,416.2,2022-06-05 22:00:00
120.43552319569856,24.408452917066736,39,428.7,2022-06-05 21:00:00
120.42087280276344,24.423008007520483,40,438.1,2022-06-05 20:00:00
120.40949326621174,24.44211918673693,41,442.4,2022-06-05 19:00:00
120.39808321687308,24.4580643321977,42,441.6,2022-06-05 18:00:00
120.3738525743924,24.466930187118848,43,440.0,2022-06-05 17:00:00
120.31489584270624,24.47045989403367,44,432.7,2022-06-05 16:00:00
120.24724984012109,24.45714163777452,45,414.7,2022-06-05 15:00:00
120.1590886218957,24.362514011735996,46,376.9,2022-06-05 14:00:00
120.07707991398124,24.218087159219344,47,312.7,2022-06-05 13:00:00
120.028588536944,24.284176101780076,48,333.1,2022-06-05 12:00:00
119.95019965011105,24.341066045396463,49,314.2,2022-06-05 11:00:00
119.87258589744576,24.380484037215687,50,325.6,2022-06-05 10:00:00
119.7924317520266,24.42403176271554,51,416.0,2022-06-05 09:00:00
119.7022382294488,24.464231083898746,52,455.2,2022-06-05 08:00:00
119.61570879457446,24.500108836199075,53,379.7,2022-06-05 07:00:00
119.54350378278627,24.525681428162397,54,315.5,2022-06-05 06:00:00
119.4798940851789,24.540655203216325,55,311.5,2022-06-05 05:00:00
119.43032397707638,24.544790069969487,56,313.3,2022-06-05 04:00:00
